Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	flowcell_barcode	genotype	gssr_id	instrument_name	lane	lsid	product_order	product_part_number	project	read_group_id	research_project	root_sample_id	run_barcode	run_name	sample_id	source_name	strain	work_request	Consent	LibrarySource
RNA-Seq		51	PRJEB4264	SAMEA1968302	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283475	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS B	2016-01-11	175	127	Candida albicans	ILLUMINA	2016-01-11	ERR310144	ERS323188	ERP003535	SAMEA1968302			ura3::imm434/ura3::imm434 + CIp22															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1968302	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283308	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS B	2016-01-11	261	183	Candida albicans	ILLUMINA	2016-01-11	ERR310149	ERS323188	ERP003535	SAMEA1968302			ura3::imm434/ura3::imm434 + CIp22															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1968302	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283307	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS B	2016-01-11	150	109	Candida albicans	ILLUMINA	2016-01-11	ERR310166	ERS323188	ERP003535	SAMEA1968302			ura3::imm434/ura3::imm434 + CIp22															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA1968302	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283340	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS B	2016-01-11	227	166	Candida albicans	ILLUMINA	2016-01-11	ERR310168	ERS323188	ERP003535	SAMEA1968302			ura3::imm434/ura3::imm434 + CIp22															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152312	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283367	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS C	2016-01-11	352	249	Candida albicans	ILLUMINA	2016-01-11	ERR310002	ERS323189	ERP003535	SAMEA2152312			ura3::imm434/ura3::imm434 + CIp32															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152312	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283450	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS C	2016-01-11	226	163	Candida albicans	ILLUMINA	2016-01-11	ERR310024	ERS323189	ERP003535	SAMEA2152312			ura3::imm434/ura3::imm434 + CIp32															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152312	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283334	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS C	2016-01-11	304	215	Candida albicans	ILLUMINA	2016-01-11	ERR310035	ERS323189	ERP003535	SAMEA2152312			ura3::imm434/ura3::imm434 + CIp32															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152312	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283323	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS C	2016-01-11	290	211	Candida albicans	ILLUMINA	2016-01-11	ERR310071	ERS323189	ERP003535	SAMEA2152312			ura3::imm434/ura3::imm434 + CIp32															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152312	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283305	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS C	2016-01-11	333	233	Candida albicans	ILLUMINA	2016-01-11	ERR310098	ERS323189	ERP003535	SAMEA2152312			ura3::imm434/ura3::imm434 + CIp32															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152312	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283459	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS C	2016-01-11	267	195	Candida albicans	ILLUMINA	2016-01-11	ERR310102	ERS323189	ERP003535	SAMEA2152312			ura3::imm434/ura3::imm434 + CIp32															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152312	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283444	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS C	2016-01-11	268	196	Candida albicans	ILLUMINA	2016-01-11	ERR310157	ERS323189	ERP003535	SAMEA2152312			ura3::imm434/ura3::imm434 + CIp32															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152312	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283353	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS C	2016-01-11	78	57	Candida albicans	ILLUMINA	2016-01-11	ERR310174	ERS323189	ERP003535	SAMEA2152312			ura3::imm434/ura3::imm434 + CIp32															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2152312	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283410	0	Illumina HiSeq 2000	SINGLE	cDNA	OS+XS+NS C	2016-01-11	187	137	Candida albicans	ILLUMINA	2016-01-11	ERR310182	ERS323189	ERP003535	SAMEA2152312			ura3::imm434/ura3::imm434 + CIp32															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2157393	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283361	0	Illumina HiSeq 2000	SINGLE	cDNA	XS D	2016-01-11	316	222	Candida albicans	ILLUMINA	2016-01-11	ERR309996	ERS323190	ERP003535	SAMEA2157393			ura3::imm434/ura3::imm434 + CIp18															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2157393	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283418	0	Illumina HiSeq 2000	SINGLE	cDNA	XS D	2016-01-11	71	52	Candida albicans	ILLUMINA	2016-01-11	ERR310028	ERS323190	ERP003535	SAMEA2157393			ura3::imm434/ura3::imm434 + CIp18															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2157393	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283343	0	Illumina HiSeq 2000	SINGLE	cDNA	XS D	2016-01-11	244	179	Candida albicans	ILLUMINA	2016-01-11	ERR310043	ERS323190	ERP003535	SAMEA2157393			ura3::imm434/ura3::imm434 + CIp18															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2157393	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283384	0	Illumina HiSeq 2000	SINGLE	cDNA	XS D	2016-01-11	171	125	Candida albicans	ILLUMINA	2016-01-11	ERR310080	ERS323190	ERP003535	SAMEA2157393			ura3::imm434/ura3::imm434 + CIp18															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2157393	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283392	0	Illumina HiSeq 2000	SINGLE	cDNA	XS D	2016-01-11	206	149	Candida albicans	ILLUMINA	2016-01-11	ERR310082	ERS323190	ERP003535	SAMEA2157393			ura3::imm434/ura3::imm434 + CIp18															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2157393	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283453	0	Illumina HiSeq 2000	SINGLE	cDNA	XS D	2016-01-11	289	205	Candida albicans	ILLUMINA	2016-01-11	ERR310124	ERS323190	ERP003535	SAMEA2157393			ura3::imm434/ura3::imm434 + CIp18															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2157393	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283480	0	Illumina HiSeq 2000	SINGLE	cDNA	XS D	2016-01-11	263	192	Candida albicans	ILLUMINA	2016-01-11	ERR310153	ERS323190	ERP003535	SAMEA2157393			ura3::imm434/ura3::imm434 + CIp18															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2157393	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283474	0	Illumina HiSeq 2000	SINGLE	cDNA	XS D	2016-01-11	247	181	Candida albicans	ILLUMINA	2016-01-11	ERR310160	ERS323190	ERP003535	SAMEA2157393			ura3::imm434/ura3::imm434 + CIp18															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq		51	PRJEB4264	SAMEA2157393	GenePool	sra	sra-sos	sra-sos.public	2016-01-10	ERX283481	0	Illumina HiSeq 2000	SINGLE	cDNA	XS D	2016-01-11	334	237	Candida albicans	ILLUMINA	2016-01-11	ERR310189	ERS323190	ERP003535	SAMEA2157393			ura3::imm434/ura3::imm434 + CIp18															CAI4-CIp10		public	TRANSCRIPTOMIC
RNA-Seq	assembly	49	PRJNA314910	SAMN04545453	COLLEGE OF AGRONOMY AND PLANT PROTECTION	sra	sra-sos	sra-sos.public		SRX1625723	0	Illumina HiSeq 2000	SINGLE	cDNA		2018-10-02	557	247	Candida albicans SC5314	ILLUMINA	2018-10-02	SRR3223200	SRS1335213	SRP071615	SC5314-HLJDD																		SC5314		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689994	UNIVERSITY OF TORONTO	sra	sra-sos	sra-sos.public		SRX1705682	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_14	2016-04-14	613	287	Candida albicans	ILLUMINA	2016-10-28	SRR3384891	SRS1397924	SRP073330	S14, Wild-type, + dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689993	UNIVERSITY OF TORONTO	sra	sra-sos	sra-sos.public		SRX1705681	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_13	2016-04-14	757	356	Candida albicans	ILLUMINA	2016-10-28	SRR3384890	SRS1397925	SRP073330	S13, Wild-type, No dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689992	UNIVERSITY OF TORONTO	sra	sra-sos	sra-sos.public		SRX1705680	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_12	2016-04-14	786	366	Candida albicans	ILLUMINA	2016-10-28	SRR3384889	SRS1397926	SRP073330	S12, 230Q, + dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689991	UNIVERSITY OF TORONTO	sra	ncbi			SRX1705679	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_11	2016-04-14	686	318	Candida albicans	ILLUMINA	2016-10-28	SRR3384888	SRS1397927	SRP073330	S11, 230Q, No dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689982	UNIVERSITY OF TORONTO	sra	ncbi			SRX1705678	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_2	2016-04-14	625	288	Candida albicans	ILLUMINA	2016-10-28	SRR3384887	SRS1397928	SRP073330	S2, Wild-type, + dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689981	UNIVERSITY OF TORONTO	sra	ncbi			SRX1705677	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_1	2016-04-14	711	330	Candida albicans	ILLUMINA	2016-10-28	SRR3384886	SRS1397929	SRP073330	S1, Wild-type, No dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689987	UNIVERSITY OF TORONTO	sra	ncbi			SRX1705691	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_7	2016-04-14	703	323	Candida albicans	ILLUMINA	2016-10-28	SRR3384900	SRS1397930	SRP073330	S7, Wild-type, No dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689986	UNIVERSITY OF TORONTO	sra	sra-sos	sra-sos.public		SRX1705690	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_6	2016-04-14	621	286	Candida albicans	ILLUMINA	2016-10-28	SRR3384899	SRS1397931	SRP073330	S6, 230Q, + dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689985	UNIVERSITY OF TORONTO	sra	sra-sos	sra-sos.public		SRX1705689	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_5	2016-04-14	680	313	Candida albicans	ILLUMINA	2016-10-28	SRR3384898	SRS1397932	SRP073330	S5, 230Q, No dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689984	UNIVERSITY OF TORONTO	sra	sra-sos	sra-sos.public		SRX1705688	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_4	2016-04-14	723	335	Candida albicans	ILLUMINA	2016-10-28	SRR3384897	SRS1397933	SRP073330	S4, 103Q, + dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689983	UNIVERSITY OF TORONTO	sra	sra-sos	sra-sos.public		SRX1705687	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_3	2016-04-14	595	274	Candida albicans	ILLUMINA	2016-10-28	SRR3384896	SRS1397934	SRP073330	S3, 103Q, No dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689998	UNIVERSITY OF TORONTO	sra	sra-sos	sra-sos.public		SRX1705686	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_18	2016-04-14	666	314	Candida albicans	ILLUMINA	2016-10-28	SRR3384895	SRS1397935	SRP073330	S18, 230Q, + dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689997	UNIVERSITY OF TORONTO	sra	ncbi			SRX1705685	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_17	2016-04-14	731	340	Candida albicans	ILLUMINA	2016-10-28	SRR3384894	SRS1397936	SRP073330	S17, 230Q, No dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689996	UNIVERSITY OF TORONTO	sra	sra-sos	sra-sos.public		SRX1705684	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_16	2016-04-14	822	382	Candida albicans	ILLUMINA	2016-10-28	SRR3384893	SRS1397937	SRP073330	S16, 103Q, + dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689995	UNIVERSITY OF TORONTO	sra	ncbi			SRX1705683	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_15	2016-04-14	672	316	Candida albicans	ILLUMINA	2016-10-28	SRR3384892	SRS1397938	SRP073330	S15, 103Q, No dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689990	UNIVERSITY OF TORONTO	sra	ncbi			SRX1705694	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_10	2016-04-14	622	289	Candida albicans	ILLUMINA	2016-10-28	SRR3384903	SRS1397939	SRP073330	S10, 103Q, + dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689989	UNIVERSITY OF TORONTO	sra	sra-sos	sra-sos.public		SRX1705693	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_9	2016-04-14	603	277	Candida albicans	ILLUMINA	2016-10-28	SRR3384902	SRS1397940	SRP073330	S9, 103Q, No dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJNA318293	SAMN04689988	UNIVERSITY OF TORONTO	sra	ncbi			SRX1705692	0	Illumina HiSeq 2000	SINGLE	cDNA	Sample_8	2016-04-14	698	323	Candida albicans	ILLUMINA	2016-10-28	SRR3384901	SRS1397941	SRP073330	S8, Wild-type, + dox																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672202	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222437	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95A	2016-05-18	1073	701	Candida albicans	ILLUMINA	2016-05-18	ERR1143627	ERS979351	ERP013259	SAMEA3672202																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672203	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222438	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95B	2016-05-18	800	475	Candida albicans	ILLUMINA	2016-05-18	ERR1143628	ERS979352	ERP013259	SAMEA3672203																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672204	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222439	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95C	2016-05-18	1074	677	Candida albicans	ILLUMINA	2016-05-18	ERR1143629	ERS979353	ERP013259	SAMEA3672204																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672205	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222440	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxA	2016-05-18	1103	721	Candida albicans	ILLUMINA	2016-05-18	ERR1143630	ERS979354	ERP013259	SAMEA3672205																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672206	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222441	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxB	2016-05-18	982	625	Candida albicans	ILLUMINA	2016-05-18	ERR1143631	ERS979355	ERP013259	SAMEA3672206																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672207	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222442	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxC	2016-05-18	1078	681	Candida albicans	ILLUMINA	2016-05-18	ERR1143632	ERS979356	ERP013259	SAMEA3672207																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672208	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222443	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxHS10A	2016-05-18	1181	772	Candida albicans	ILLUMINA	2016-05-18	ERR1143633	ERS979357	ERP013259	SAMEA3672208																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672209	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222444	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxHS10B	2016-05-18	1256	815	Candida albicans	ILLUMINA	2016-05-18	ERR1143634	ERS979358	ERP013259	SAMEA3672209																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672210	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222445	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxHS10C	2016-05-18	1084	698	Candida albicans	ILLUMINA	2016-05-18	ERR1143635	ERS979359	ERP013259	SAMEA3672210																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672211	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222446	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxHS30A	2016-05-18	1023	652	Candida albicans	ILLUMINA	2016-05-18	ERR1143636	ERS979360	ERP013259	SAMEA3672211																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672212	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222447	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxHS30B	2016-05-18	1177	765	Candida albicans	ILLUMINA	2016-05-18	ERR1143637	ERS979361	ERP013259	SAMEA3672212																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672213	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222448	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxHS30C	2016-05-18	1029	658	Candida albicans	ILLUMINA	2016-05-18	ERR1143638	ERS979362	ERP013259	SAMEA3672213																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672214	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222449	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxHS60A	2016-05-18	1044	678	Candida albicans	ILLUMINA	2016-05-18	ERR1143639	ERS979363	ERP013259	SAMEA3672214																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672215	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222450	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxHS60B	2016-05-18	1083	686	Candida albicans	ILLUMINA	2016-05-18	ERR1143640	ERS979364	ERP013259	SAMEA3672215																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672216	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222451	0	Illumina HiSeq 2000	SINGLE	cDNA	SN95doxHS60C	2016-05-18	1073	692	Candida albicans	ILLUMINA	2016-05-18	ERR1143641	ERS979365	ERP013259	SAMEA3672216																		SN95		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672217	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222452	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90A	2016-05-18	1098	716	Candida albicans	ILLUMINA	2016-05-18	ERR1143642	ERS979366	ERP013259	SAMEA3672217																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672218	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222453	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90B	2016-05-18	1007	646	Candida albicans	ILLUMINA	2016-05-18	ERR1143643	ERS979367	ERP013259	SAMEA3672218																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672219	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222454	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90C	2016-05-18	1126	711	Candida albicans	ILLUMINA	2016-05-18	ERR1143644	ERS979368	ERP013259	SAMEA3672219																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672220	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222455	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxA	2016-05-18	1033	675	Candida albicans	ILLUMINA	2016-05-18	ERR1143645	ERS979369	ERP013259	SAMEA3672220																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672221	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222456	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxB	2016-05-18	1144	738	Candida albicans	ILLUMINA	2016-05-18	ERR1143646	ERS979370	ERP013259	SAMEA3672221																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672222	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222457	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxC	2016-05-18	1088	686	Candida albicans	ILLUMINA	2016-05-18	ERR1143647	ERS979371	ERP013259	SAMEA3672222																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672223	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222458	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxHS10A	2016-05-18	1006	637	Candida albicans	ILLUMINA	2016-05-18	ERR1143648	ERS979372	ERP013259	SAMEA3672223																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672224	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222459	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxHS10B	2016-05-18	1153	747	Candida albicans	ILLUMINA	2016-05-18	ERR1143649	ERS979373	ERP013259	SAMEA3672224																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672225	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222460	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxHS10C	2016-05-18	1136	725	Candida albicans	ILLUMINA	2016-05-18	ERR1143650	ERS979374	ERP013259	SAMEA3672225																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672226	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222461	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxHS30A	2016-05-18	1168	751	Candida albicans	ILLUMINA	2016-05-18	ERR1143651	ERS979375	ERP013259	SAMEA3672226																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672227	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222462	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxHS30B	2016-05-18	1010	654	Candida albicans	ILLUMINA	2016-05-18	ERR1143652	ERS979376	ERP013259	SAMEA3672227																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672228	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222463	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxHS30C	2016-05-18	1177	757	Candida albicans	ILLUMINA	2016-05-18	ERR1143653	ERS979377	ERP013259	SAMEA3672228																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672229	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222464	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxHS60A	2016-05-18	1206	774	Candida albicans	ILLUMINA	2016-05-18	ERR1143654	ERS979378	ERP013259	SAMEA3672229																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672230	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222465	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxHS60B	2016-05-18	962	609	Candida albicans	ILLUMINA	2016-05-18	ERR1143655	ERS979379	ERP013259	SAMEA3672230																		CalC1441		public	TRANSCRIPTOMIC
RNA-Seq		50	PRJEB11843	SAMEA3672231	The GenePool, University of Edinburgh, Edinburgh, UK	sra	ncbi		2016-05-16	ERX1222466	0	Illumina HiSeq 2000	SINGLE	cDNA	tet90doxHS60C	2016-05-18	1067	686	Candida albicans	ILLUMINA	2016-05-18	ERR1143656	ERS979380	ERP013259	SAMEA3672231																		CalC1441		public	TRANSCRIPTOMIC
